"Foods","Calories","Carbs","Fat","Protein","Cholest","Sodium","Sugars","Fiber","Day","Meal"
"Usda - Egg, 1 egg (50g)",71,1,5,6,211,70,1,0,2017-04-26,"Breakfast"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-04-26,"Lunch"
"Salad - Romain and Green Leaf, 2 cups",15,2,0,1,0,10,2,0,2017-04-26,"Lunch"
"Pear - Pear, 83 grams",48,13,0,1,0,1,1,3,2017-04-26,"Lunch"
"A Grilled - Chicken Breast, 140 g",236,0,16,64,73,618,0,0,2017-04-26,"Lunch"
"New Zealand - Rack of Lamb, 200 gram",455,0,32,41,194,611,0,0,2017-04-26,"Dinner"
"Asparagus - Asparagus, 186 g",50,8,0,6,0,0,4,4,2017-04-26,"Dinner"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-26,"Dinner"
"Panera - Blueberry Scone, 0.65 Scone",306,43,13,5,49,585,16,1,2017-04-26,"Snacks"
"Susses - Kugel Eis, 75 g (Kugel)",155,21,12,4,0,0,0,0,2017-04-26,"Snacks"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-04-27,"Breakfast"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-04-27,"Breakfast"
"Timea - Avocado, 0.5 Medium Avocado (150g)",85,8,13,2,0,7,0,6,2017-04-27,"Breakfast"
"Keto - Chocolate Granola, 40 g",213,6,19,8,0,56,1,3,2017-04-27,"Breakfast"
"hofgut storzeln - soja drink vanille, 50 g",30,3,1,2,0,0,3,0,2017-04-27,"Breakfast"
"Chicken - Leg, meat only, cooked, roasted, 120 g",229,0,10,32,113,109,0,0,2017-04-27,"Lunch"
"Vegetables - Sauteed, 0.5 cup cooked",75,4,0,0,0,40,0,0,2017-04-27,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-04-27,"Lunch"
"Hackfleisch - Lamm, 100 g",234,0,18,18,70,78,0,0,2017-04-27,"Dinner"
"Brocoli - Steamed Brocoli, 2 Cup",140,20,1,8,0,98,5,8,2017-04-27,"Dinner"
"Le Pain des fleurs - tartine, 6 tartine",84,12,0,0,0,0,0,0,2017-04-27,"Snacks"
"Maison - Soupe Choufleur, 1.5 tasse",180,15,9,5,44,602,0,3,2017-04-27,"Snacks"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-04-28,"Breakfast"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-04-28,"Breakfast"
"Keto - Chocolate Granola, 40 g",213,6,19,8,0,56,1,3,2017-04-28,"Breakfast"
"Mommy - Roasted Veggie Mix, 2 bowl",160,0,0,0,0,0,0,0,2017-04-28,"Lunch"
"A Grilled - Chicken Breast, 140 g",236,0,16,64,73,618,0,0,2017-04-28,"Lunch"
"Rice &Rice - spaghetti di riso, 100 gr",351,78,1,7,0,0,0,0,2017-04-28,"Dinner"
"Generic - Homemade Bolognese Sauce, 1 cup",240,5,0,30,0,292,4,0,2017-04-28,"Dinner"
"Trek - Cocoa Chaos, 55 g",186,27,4,10,0,120,23,4,2017-04-28,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-28,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-04-28,"Training"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-04-29,"Breakfast"
"Koko Diary Free - Original Calcium, 250 ml",68,5,5,1,0,0,4,0,2017-04-29,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-04-29,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-04-29,"Breakfast"
"Peanut butter - Reduced sodium, 1.5 tbsp",152,5,12,6,0,49,2,2,2017-04-29,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-29,"Breakfast"
"Chicken Breast - Chicken Breast,, 85 gram",133,0,1,22,0,0,0,0,2017-04-29,"Breakfast"
"Chicken - Leg, meat only, cooked, roasted, 120 g",229,0,10,32,113,109,0,0,2017-04-29,"Lunch"
"Mommy - Roasted Veggie Mix, 2 bowl",160,0,0,0,0,0,0,0,2017-04-29,"Lunch"
"Hackfleisch - Lamm, 100 g",234,0,18,18,70,78,0,0,2017-04-29,"Dinner"
"Brocoli - Steamed Brocoli, 2 Cup",140,20,1,8,0,98,5,8,2017-04-29,"Dinner"
"Backer - Schinken-kase-brotchen, 1 piece",267,1,24,12,0,0,0,0,2017-04-29,"Snacks"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-04-30,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-04-30,"Breakfast"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-04-30,"Breakfast"
"Timea - Avocado, 0.5 Medium Avocado (150g)",85,8,13,2,0,7,0,6,2017-04-30,"Breakfast"
"Smoked - Salmon, 120 g",204,1,12,28,0,576,0,0,2017-04-30,"Breakfast"
"A Grilled - Chicken Breast, 120 g",203,0,14,55,62,530,0,0,2017-04-30,"Lunch"
"Rapunzel - Reismischung mit Wildreis, 40 g",142,30,1,3,0,0,0,1,2017-04-30,"Lunch"
"Barnhouse - Krunchy Pur Amaranth, 50 g",223,33,8,4,0,0,7,3,2017-05-01,"Breakfast"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-05-01,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-05-01,"Breakfast"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-05-01,"Breakfast"
"Lachs - Lachs, 185 g",424,0,30,37,0,0,0,0,2017-05-01,"Lunch"
"Mommy - Roasted Veggie Mix, 2 bowl",160,0,0,0,0,0,0,0,2017-05-01,"Lunch"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-05-02,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-05-02,"Breakfast"
"Keto - Chocolate Granola, 60 g",319,8,29,12,0,84,2,5,2017-05-02,"Breakfast"
"Ja - Korniger Frisch Kase, 100 g",104,1,4,13,0,0,0,0,2017-05-02,"Breakfast"
"Sodexo Healthcare - Spinach Quiche, 1 Slice-Cut 8",290,18,19,14,155,440,4,1,2017-05-02,"Lunch"
"Lachs - Lachs, 250 g",573,0,40,50,0,0,0,0,2017-05-02,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-05-02,"Dinner"
"Carrot - Cake, 1 piece",300,37,16,3,30,320,27,2,2017-05-02,"Snacks"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-05-03,"Breakfast"
"Lachs - Lachs, 150 g",344,0,24,30,0,0,0,0,2017-05-03,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-03,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-05-03,"Breakfast"
"Tim Bacon - Bacon, 2 slices (54g)",230,0,7,5,20,300,0,0,2017-05-03,"Breakfast"
"Tim Bacon - Bacon, 1 slices (54g)",115,0,4,3,10,150,0,0,2017-05-04,"Breakfast"
"Egg - Egg, 2.5 large egg (50g)",175,0,13,15,463,175,0,0,2017-05-04,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-05-04,"Breakfast"
"Schar - Meisterbackers Vital, 32 gram",85,12,3,1,0,0,0,0,2017-05-04,"Breakfast"
"Mommy - Roasted Veggie Mix, 1.5 bowl",120,0,0,0,0,0,0,0,2017-05-04,"Breakfast"
"Lachs - Lachs, 200 g",458,0,32,40,0,0,0,0,2017-05-04,"Lunch"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-05-04,"Lunch"
"Chicken Breast - Roasted - Chicken Breast, 155 g",305,0,12,47,130,110,0,0,2017-05-04,"Dinner"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-05-04,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-05-04,"Dinner"
"Cheese, cheddar, 1.5 oz",173,1,14,10,43,274,0,0,2017-05-04,"Dinner"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-05-05,"Breakfast"
"Egg - Egg, 2.5 large egg (50g)",175,0,13,15,463,175,0,0,2017-05-05,"Breakfast"
"Keto - Chocolate Granola, 60 g",319,8,29,12,0,84,2,5,2017-05-05,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-05-05,"Breakfast"
"Chicken Breast - Roasted - Chicken Breast, 155 g",305,0,12,47,130,110,0,0,2017-05-05,"Lunch"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-05-05,"Lunch"
"Cheese, cheddar, 1.5 oz",173,1,14,10,43,274,0,0,2017-05-05,"Lunch"
"Rice &Rice - spaghetti di riso, 100 gr",351,78,1,7,0,0,0,0,2017-05-05,"Dinner"
"Generic - Homemade Bolognese Sauce, 1 cup",240,5,0,30,0,292,4,0,2017-05-05,"Dinner"
"Getranke - Wein, Rot, 300 ml",255,8,0,0,0,15,6,0,2017-05-05,"Dinner"
"Le Pain des fleurs - tartine, 6 tartine",84,12,0,0,0,0,0,0,2017-05-05,"Snacks"
"Trek - Original Oat Protein Flapjack, 50 g",217,21,10,10,0,200,12,2,2017-05-05,"Training"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-05-06,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-05-06,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-06,"Breakfast"
"Pret - Sushi, 1 packet",359,55,8,14,0,0,11,0,2017-05-06,"Lunch"
"Generic - echine De Porc, 200 g",514,0,42,56,0,117,0,0,2017-05-06,"Dinner"
"Chateau Blanc - 2 Demi-baguettes (Pack of 2 Half Baguettes), 150 g",434,84,5,12,0,2,2,0,2017-05-06,"Dinner"
"Carrot - Cake, 1 piece",300,37,16,3,30,320,27,2,2017-05-06,"Snacks"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-05-07,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-05-07,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-05-07,"Breakfast"
"Peanut butter - Reduced sodium, 1.5 tbsp",152,5,12,6,0,49,2,2,2017-05-07,"Breakfast"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-05-07,"Breakfast"
"Metzger - Rind Filet, 150 g",188,0,6,32,150,65,0,0,2017-05-07,"Dinner"
"Waitrose - Ratte Potatoes, 200 g",158,34,0,4,0,20,1,5,2017-05-07,"Dinner"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-05-07,"Dinner"
"Trek - Cocoa Oat Protein Flapjack, 1 bar (50g)",227,22,11,9,0,200,14,2,2017-05-07,"Snacks"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-05-07,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-05-07,"Training"
"Eat Performance Muffin, 0.75 serving(s)",266,15,19,6,164,53,14,4,2017-05-08,"Breakfast"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-05-08,"Breakfast"
"Geflugel - Entenbrust, 115 g",259,0,20,21,0,0,0,0,2017-05-08,"Lunch"
"Eat Performance Muffin, 0.75 serving(s)",266,15,19,6,164,53,14,4,2017-05-08,"Snacks"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-05-09,"Breakfast"
"Eat Performance Muffin, 0.75 serving(s)",266,15,19,6,164,53,14,4,2017-05-09,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-05-09,"Breakfast"
"Wholey Foods - Breakfast Smoothie Cocoa with 250ml skim milk, 50 gram",304,31,9,23,0,141,14,4,2017-05-09,"Lunch"
"Outtakes - Quinoa and Chickpea Salad, 1 cup",268,36,10,9,0,299,3,6,2017-05-09,"Lunch"
"Iga - Beef - Filet Mignon, 200 gram",317,0,16,42,127,106,0,0,2017-05-09,"Dinner"
"Oyster - Rockefeller, 7 oyster",154,16,12,14,70,413,0,0,2017-05-09,"Snacks"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-05-10,"Breakfast"
"Usda - Egg, 3 egg (50g)",213,2,15,18,633,210,2,0,2017-05-10,"Breakfast"
"Soya - Soja Milch, 250 ml",130,9,6,10,0,0,0,0,2017-05-10,"Breakfast"
"Wheat flour, whole-grain, 0.5 cup",204,43,2,8,0,1,0,6,2017-05-10,"Breakfast"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-05-10,"Breakfast"
"Quinoa - Cooked Quinoa, 1 cup (185 g)",223,39,4,8,0,13,2,5,2017-05-10,"Lunch"
"Custom - Avocado, 0.5 avocado",116,1,7,2,0,4,0,4,2017-05-10,"Lunch"
"Chicken Breast - Roasted - Chicken Breast, 70 g",138,0,6,21,59,50,0,0,2017-05-10,"Lunch"
"New Zealand - Rack of Lamb, 200 gram",455,0,32,41,194,611,0,0,2017-05-10,"Dinner"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-05-10,"Dinner"
"Eat Performance Muffin, 0.75 serving(s)",266,15,19,6,164,53,14,4,2017-05-10,"Snacks"
"Le Pain des fleurs - tartine, 8 tartine",112,16,0,0,0,0,0,0,2017-05-10,"Snacks"
"FitRabbit - NO-Booster (richtig), 85 ml",95,20,0,3,0,0,20,0,2017-05-10,"Training"
"Generation Ucan - Tropical Orange Superstarch (Tub), 0.8 scoop (25g)",64,16,0,0,0,104,0,0,2017-05-10,"Training"
"Generation Ucan - Chocolate (Tub), 0.8 SCOOP (30g)",88,14,1,6,0,102,1,1,2017-05-10,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 13.5 grams",45,10,0,2,0,75,7,0,2017-05-10,"Training"
"Soya - Soja Milch, 200 ml",104,7,5,8,0,0,0,0,2017-05-11,"Breakfast"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-05-11,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-11,"Breakfast"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-05-11,"Breakfast"
"Trader Joe's - Almond Butter, 1.5 tbsp",143,5,14,6,0,90,3,2,2017-05-11,"Breakfast"
"Custom - Avocado, 0.5 avocado",116,1,7,2,0,4,0,4,2017-05-11,"Lunch"
"Quinoa - Cooked Quinoa, 0.5 cup (185 g)",112,20,2,4,0,7,1,3,2017-05-11,"Lunch"
"Homemade - Vegan Apple Banana Muffin, 1 muffin",220,55,7,4,0,123,12,8,2017-05-11,"Lunch"
"Chicken Leg - Grilled With Skin, 140 g",165,0,9,20,66,85,0,0,2017-05-11,"Dinner"
"Organic Raw Cashews - Raw Cashews, 1 oz.",150,8,12,5,8,0,2,1,2017-05-11,"Snacks"
"Almond - Almond, 30 grams",173,7,15,6,0,0,1,4,2017-05-11,"Snacks"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-05-12,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-05-12,"Breakfast"
"Peanut butter - Reduced sodium, 1.5 tbsp",152,5,12,6,0,49,2,2,2017-05-12,"Breakfast"
"Koko Diary Free - Original Calcium, 250 ml",68,5,5,1,0,0,4,0,2017-05-12,"Breakfast"
"Generic - Datte, 1 piece",23,6,0,0,0,0,5,1,2017-05-12,"Breakfast"
"Custom - Avocado, 0.5 avocado",116,1,7,2,0,4,0,4,2017-05-12,"Lunch"
"Quinoa - Cooked Quinoa, 0.5 cup (185 g)",112,20,2,4,0,7,1,3,2017-05-12,"Lunch"
"Geflugel - Entenbrust, 130 g",293,0,23,23,0,0,0,0,2017-05-12,"Lunch"
"Cooked - Sweet Potato, 150 g",135,31,0,3,0,54,10,5,2017-05-12,"Dinner"
"Generic - Homemade Bolognese Sauce, 1.5 cup",360,8,0,44,0,438,5,0,2017-05-12,"Dinner"
"Getranke - Wein, Rot, 300 ml",255,8,0,0,0,15,6,0,2017-05-12,"Dinner"
"Almond - Almond, 30 grams",173,7,15,6,0,0,1,4,2017-05-12,"Snacks"
"Organic Raw Cashews - Raw Cashews, 1 oz.",150,8,12,5,8,0,2,1,2017-05-12,"Snacks"
"Raw Olive - Olive, 6 olive (15g)",60,0,6,0,0,0,0,0,2017-05-12,"Snacks"
"Bulletproof coffee (12.5g), 0.5 serving(s)",113,0,13,0,0,0,0,0,2017-05-13,"Breakfast"
"Sweet Potato - Plain, 150 grams",129,30,0,2,0,83,6,5,2017-05-13,"Breakfast"
"Generic - echine De Porc, 100 g",257,0,21,28,0,59,0,0,2017-05-13,"Breakfast"
"Usda - Egg, 1 egg (50g)",71,1,5,6,211,70,1,0,2017-05-13,"Breakfast"
"A Grilled - Chicken Breast, 120 g",203,0,14,55,62,530,0,0,2017-05-13,"Lunch"
"Quinoa - Cooked Quinoa, 0.5 cup (185 g)",112,20,2,4,0,7,1,3,2017-05-13,"Lunch"
"Gemuse - Rote Beete, 100 g",41,8,0,2,0,58,6,3,2017-05-13,"Lunch"
"Strawberries, raw, 1 cup, halves",49,12,0,1,0,2,7,3,2017-05-13,"Lunch"
"Watermelon - Watermelon, 200 g",60,16,0,1,0,2,12,1,2017-05-13,"Lunch"
"Giant - Crusty French Bread, 2 slices (57g)",160,29,3,4,0,290,2,1,2017-05-13,"Dinner"
"Speck - Bauch, 50 g",131,0,11,9,30,0,0,0,2017-05-13,"Dinner"
"Sainsbury's - Borlotti Beans, 120 g",163,15,1,8,0,14,1,9,2017-05-13,"Dinner"
"Organic Raw Cashews - Raw Cashews, 1 oz.",150,8,12,5,8,0,2,1,2017-05-13,"Snacks"
"Almond - Almond, 30 grams",173,7,15,6,0,0,1,4,2017-05-13,"Snacks"
"Le Pain des fleurs - tartine, 8 tartine",112,16,0,0,0,0,0,0,2017-05-13,"Snacks"
"Raw Olive - Olive, 6 olive (15g)",60,0,6,0,0,0,0,0,2017-05-13,"Snacks"
"Vega - Recovery Accelerator - Tropical (Usa), 13.5 grams",45,10,0,2,0,75,7,0,2017-05-13,"Training"
"FitRabbit - NO-Booster (richtig), 85 ml",95,20,0,3,0,0,20,0,2017-05-13,"Training"
"Soya - Soja Milch, 200 ml",104,7,5,8,0,0,0,0,2017-05-14,"Breakfast"
"Keto - Chocolate Granola, 60 g",319,8,29,12,0,84,2,5,2017-05-14,"Breakfast"
"V8 Tropical Fusion - Fruit & Vege Juice, 450 ml",195,45,0,2,0,74,41,1,2017-05-14,"Breakfast"
"Hofer - Thunfischsalat Asiatisch, 3 Gramm",813,60,33,63,0,0,0,0,2017-05-14,"Lunch"
"Chicken Leg - Grilled With Skin, 140 g",165,0,9,20,66,85,0,0,2017-05-14,"Dinner"
"Cucumber, peeled, raw, 1 cup, pared, chopped",16,3,0,1,0,3,2,1,2017-05-14,"Dinner"
"Carrots, raw, 1 cup chopped",52,12,0,1,0,88,6,4,2017-05-14,"Dinner"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-05-14,"Dinner"
"Getranke - Wein, Rot, 300 ml",255,8,0,0,0,15,6,0,2017-05-14,"Dinner"
"Organic Raw Cashews - Raw Cashews, 1 oz.",150,8,12,5,8,0,2,1,2017-05-14,"Snacks"
"Almond - Almond, 30 grams",173,7,15,6,0,0,1,4,2017-05-14,"Snacks"
"Bulletproof coffee (12.5g), 0.5 serving(s)",113,0,13,0,0,0,0,0,2017-05-15,"Breakfast"
"Eat Performance Muffin, 1.5 serving(s)",532,30,38,13,327,107,27,7,2017-05-15,"Breakfast"
"Lachs - Lachs, 200 g",458,0,32,40,0,0,0,0,2017-05-15,"Lunch"
"Organic Workout - Paleobrot, 75 g",164,5,8,11,0,450,1,0,2017-05-15,"Lunch"
"Iga - Beef - Filet Mignon, 200 gram",317,0,16,42,127,106,0,0,2017-05-15,"Dinner"
"Asparagus - Asparagus, 186 g",50,8,0,6,0,0,4,4,2017-05-15,"Dinner"
"Legumes Frais - Champignons Blanc (Cuits/sautes), 100 g",26,4,0,4,0,12,0,2,2017-05-15,"Dinner"
"Eat Performance Muffin, 0.8 serving(s)",284,16,20,7,174,57,14,4,2017-05-16,"Breakfast"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-05-16,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-16,"Lunch"
"Mayonnaise - Mayonnaise, 1 tbsp",90,2,10,1,0,0,0,0,2017-05-16,"Lunch"
"Lachs - Lachs, 175 g",401,0,28,35,0,0,0,0,2017-05-16,"Lunch"
"Cassonade - Sucre, 10 gramme",39,10,0,0,0,0,10,0,2017-05-16,"Lunch"
"Eat Performance Muffin, 0.8 serving(s)",284,16,20,7,174,57,14,4,2017-05-16,"Snacks"
"Trek - Cocoa Oat Protein Flapjack, 1 bar (50g)",227,22,11,9,0,200,14,2,2017-05-17,"Breakfast"
"Bulletproof coffee (12.5g), 0.5 serving(s)",113,0,13,0,0,0,0,0,2017-05-17,"Breakfast"
"Tortillas - Tortillas, 2 servings",100,20,3,2,0,10,0,2,2017-05-17,"Lunch"
"Egg - Egg, 2 large",143,1,10,13,372,142,0,0,2017-05-17,"Lunch"
"Yogurt - Yogurt, 0.25 cups",55,3,2,3,8,0,6,0,2017-05-17,"Lunch"
"Hamburger Steak With Onions - Homemade, 6 oz",479,0,28,35,183,20,0,3,2017-05-17,"Dinner"
"Waitrose - Ratte Potatoes, 250 g",198,43,1,5,0,25,2,6,2017-05-17,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-05-17,"Dinner"
"Clark's bakery - Grilled halloumi cheese with hummus wrap, 0.5 wrap",188,22,8,7,0,0,2,1,2017-05-17,"Snacks"
"Salat - Kyllingsalat, 150 g",210,14,12,11,0,0,0,0,2017-05-17,"Snacks"
"Koko - Chocolate coconut milk , 500 ml",264,45,10,3,0,0,0,0,2017-05-17,"Snacks"
"Generation Ucan - Chocolate (Tub), 0.8 SCOOP (30g)",88,14,1,6,0,102,1,1,2017-05-17,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-05-17,"Training"
"Bulletproof coffee (12.5g), 0.5 serving(s)",113,0,13,0,0,0,0,0,2017-05-18,"Breakfast"
"Seeds for Smoothie - Chia, 3 tablespoon",180,0,15,9,0,0,0,17,2017-05-18,"Breakfast"
"Koko Diary Free - Original Calcium, 250 ml",68,5,5,1,0,0,4,0,2017-05-18,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-05-18,"Breakfast"
"Chicken - Leg, meat only, cooked, roasted, 140 g",267,0,12,38,132,127,0,0,2017-05-18,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-05-18,"Lunch"
"Peanut Warrior, 1 serving(s)",421,52,14,19,0,271,33,7,2017-05-19,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-05-19,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-05-19,"Breakfast"
"Land - Kase aus Teig, 100 Gramm",381,1,32,22,0,0,0,0,2017-05-19,"Lunch"
"Waitrose - Ratte Potatoes, 200 g",158,34,0,4,0,20,1,5,2017-05-19,"Lunch"
"Chicken Breast - Roasted - Chicken Breast, 140 g",276,0,11,42,118,99,0,0,2017-05-19,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-05-19,"Dinner"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-05-19,"Dinner"
"Pietz's Kuching kitchen - Kuchen - Strawberry-Rhubarb, 1 piece",200,30,8,3,50,65,19,0,2017-05-19,"Snacks"
"Schar - Meisterbackers Vital, 96 gram",255,36,9,4,0,0,0,0,2017-05-19,"Snacks"
"Maranatha - Almond Butter Smooth, 2 tbsp",190,7,16,7,0,0,1,4,2017-05-19,"Snacks"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-20,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-05-20,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-05-20,"Breakfast"
"Timea - Avocado, 1 Medium Avocado (150g)",170,15,26,3,0,14,0,12,2017-05-20,"Breakfast"
"Lachs - Lachs, 175 g",401,0,28,35,0,0,0,0,2017-05-20,"Lunch"
"Mommy - Roasted Veggie Mix, 2 bowl",160,0,0,0,0,0,0,0,2017-05-20,"Lunch"
"W. Brandenburg - Rinder-Hack, 200 g",440,0,32,38,0,0,0,0,2017-05-20,"Dinner"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-05-20,"Dinner"
"Bama (') - Spinat, 100 g",23,4,0,3,0,79,0,2,2017-05-20,"Dinner"
"Raw Olive - Olive, 6 olive (15g)",60,0,6,0,0,0,0,0,2017-05-20,"Snacks"
"Le Pain des fleurs - tartine, 8 tartine",112,16,0,0,0,0,0,0,2017-05-20,"Snacks"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-05-21,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-21,"Breakfast"
"Egg - Egg, 3 large egg (50g)",210,0,15,18,555,210,0,0,2017-05-21,"Breakfast"
"A Grilled - Chicken Breast, 145 g",245,0,17,66,75,640,0,0,2017-05-21,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-05-21,"Lunch"
"Peppers, sweet, red, raw, 1 cup, chopped",46,9,0,1,0,6,6,3,2017-05-21,"Lunch"
"Cheese - Parmesan, grated, 2 tablespoon",54,1,4,5,11,191,0,0,2017-05-21,"Lunch"
"Spinat - Spinat Frisch, 100 g",25,4,0,3,0,0,0,2,2017-05-21,"Lunch"
"Kroger - Smoothie, 16 ounes",200,37,3,7,10,100,35,0,2017-05-21,"Snacks"
"Trek - Original Oat Protein Flapjack, 50 g",217,21,10,10,0,200,12,2,2017-05-21,"Training"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-05-22,"Breakfast"
"Koko Diary Free - Original Calcium, 250 ml",68,5,5,1,0,0,4,0,2017-05-22,"Breakfast"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-05-22,"Breakfast"
"Peanut butter - Reduced sodium, 1.5 tbsp",152,5,12,6,0,49,2,2,2017-05-22,"Breakfast"
"Generic - Datte, 1 piece",23,6,0,0,0,0,5,1,2017-05-22,"Breakfast"
